51 
 72 48 93 99 36 102 138 108 0 36 39 63 144 123 69 24 81 105 132 75 39 78 129 144 135 129 81 105 48 24 117 57 72 27 96 114 69 21 57 162 135 117 168 84 78 63 81 105 18 18 69
 102 84 129 93 42 120 162 138 36 0 66 69 138 132 48 60 72 108 117 111 72 111 150 159 141 159 102 141 84 27 150 84 36 48 129 147 57 45 30 144 123 96 189 66 48 78 84 129 24 51 84
 36 33 75 81 33 66 99 72 39 66 0 42 120 90 78 30 69 78 120 69 60 48 93 108 105 93 42 78 51 63 84 18 93 63 90 105 63 21 93 153 120 111 132 87 93 30 57 66 42 45 36
 63 75 114 39 27 54 102 90 63 69 42 0 81 63 51 69 30 42 78 111 99 81 87 90 75 108 48 111 93 81 111 48 81 90 132 147 30 42 99 111 78 72 123 51 69 21 18 72 51 75 24
 126 150 183 45 105 81 120 135 144 138 120 81 0 54 96 150 66 42 42 186 177 147 102 81 39 144 102 171 174 159 162 117 132 171 207 219 81 123 165 57 27 66 117 81 111 90 63 108 129 156 87
 81 114 138 54 90 30 66 84 123 132 90 63 54 0 105 120 72 30 87 144 150 102 48 33 18 90 57 120 138 144 111 78 141 150 162 174 84 102 162 111 75 99 69 96 126 60 48 54 117 132 54
 108 105 153 57 45 102 153 138 69 48 78 51 96 105 0 90 33 75 69 141 111 123 138 138 108 159 99 153 117 75 159 90 36 90 162 177 21 63 69 99 78 48 171 18 21 69 57 123 51 87 75
 57 27 69 105 48 96 123 90 24 60 30 69 150 120 90 0 93 108 144 54 30 57 117 135 135 111 69 84 27 45 96 45 96 36 72 90 84 27 81 177 144 132 156 102 102 60 84 90 42 18 66
 93 102 144 24 45 75 123 117 81 72 69 30 66 72 33 93 0 42 51 138 120 111 108 105 75 135 75 141 120 93 141 75 69 105 159 174 15 66 99 84 54 42 141 27 54 51 27 96 66 96 51
 84 108 141 24 69 45 90 96 105 108 78 42 42 30 75 108 42 0 60 141 138 105 72 63 33 108 60 129 132 123 123 75 111 132 162 174 57 84 138 90 51 69 99 66 96 48 24 69 93 117 45
 138 153 192 45 96 105 150 156 132 117 120 78 42 87 69 144 51 60 0 189 171 159 132 117 78 171 117 186 171 141 183 123 99 156 210 225 63 117 138 33 15 27 156 51 78 96 66 132 114 147 96
 63 36 24 147 99 114 120 78 75 111 69 111 186 144 141 54 138 141 189 0 51 45 123 147 162 96 87 51 30 93 69 66 147 75 21 39 132 78 129 222 186 180 156 153 153 93 123 96 93 63 96
 81 45 72 135 75 123 150 111 39 72 60 99 177 150 111 30 120 138 171 51 0 75 144 165 165 132 99 93 21 48 111 72 108 27 63 81 108 54 81 201 174 156 183 126 117 90 114 117 60 24 96
 21 33 36 114 81 69 78 36 78 111 48 81 147 102 123 57 111 105 159 45 75 0 78 102 120 57 45 30 54 102 39 36 141 93 63 72 108 66 135 189 153 153 114 132 141 63 90 51 90 72 63
 66 102 111 93 108 33 18 48 129 150 93 87 102 48 138 117 108 72 132 123 144 78 0 27 63 48 51 87 129 156 72 75 168 153 138 147 114 108 180 156 120 141 39 132 156 72 81 27 129 135 66
 87 123 138 87 117 42 42 75 144 159 108 90 81 33 138 135 105 63 117 147 165 102 27 0 42 75 66 114 150 168 102 93 171 168 165 174 114 123 189 138 105 132 36 129 156 81 78 51 141 150 75
 99 129 156 54 102 51 81 102 135 141 105 75 39 18 108 135 75 33 78 162 165 120 63 42 0 108 75 138 156 156 129 96 144 162 180 192 90 114 171 96 63 93 78 99 129 75 57 75 126 147 69
 57 87 75 129 120 66 33 21 129 159 93 108 144 90 159 111 135 108 171 96 132 57 48 75 108 0 60 48 111 153 30 75 183 147 105 108 138 114 186 198 162 174 66 159 177 87 108 39 135 126 84
 24 57 81 72 63 27 60 42 81 102 42 48 102 57 99 69 75 60 117 87 99 45 51 66 75 60 0 69 84 105 66 24 123 102 105 117 78 60 132 147 111 117 90 99 117 27 51 27 81 84 24
 48 57 27 141 111 90 78 39 105 141 78 111 171 120 153 84 141 129 186 51 93 30 87 114 138 48 69 0 72 129 18 66 171 114 57 60 138 96 162 216 180 183 114 162 171 90 117 66 117 99 90
 63 27 51 132 75 111 132 90 48 84 51 93 174 138 117 27 120 132 171 30 21 54 129 150 156 111 84 72 0 63 90 60 120 45 48 66 111 54 99 204 171 159 165 129 126 84 111 102 66 33 87
 99 72 111 114 54 126 165 132 24 27 63 81 159 144 75 45 93 123 141 93 48 102 156 168 156 153 105 129 63 0 141 84 63 21 108 126 78 45 36 171 147 123 195 90 75 87 99 129 30 30 93
 51 69 48 138 117 81 63 27 117 150 84 111 162 111 159 96 141 123 183 69 111 39 72 102 129 30 66 18 90 141 0 69 180 129 78 78 141 105 174 213 177 183 96 162 177 90 117 54 126 111 90
 18 33 69 81 48 51 81 51 57 84 18 48 117 78 90 45 75 75 123 66 72 36 75 93 96 75 24 66 60 84 69 0 111 78 87 102 75 39 111 156 120 120 114 96 108 27 57 48 63 60 30
 129 117 162 93 63 135 180 162 72 36 93 81 132 141 36 96 69 111 99 147 108 141 168 171 144 183 123 171 120 63 180 111 0 81 165 183 54 75 42 123 111 75 204 51 21 96 90 150 54 87 102
 93 60 96 126 63 126 159 126 27 48 63 90 171 150 90 36 105 132 156 75 27 93 153 168 162 147 102 114 45 21 129 78 81 0 90 108 93 48 54 186 159 138 192 108 96 90 108 126 42 18 96
 81 57 30 168 120 132 135 93 96 129 90 132 207 162 162 72 159 162 210 21 63 63 138 165 180 105 105 57 48 108 78 87 165 90 0 18 153 99 144 243 207 201 171 174 174 114 144 114 114 81 117
 93 72 36 183 135 141 138 99 114 147 105 147 219 174 177 90 174 174 225 39 81 72 147 174 192 108 117 60 66 126 78 102 183 108 18 0 168 114 162 258 222 216 174 189 192 129 159 120 132 99 132
 90 96 141 39 33 81 132 120 69 57 63 30 81 84 21 84 15 57 63 132 108 108 114 114 90 138 78 138 111 78 141 75 54 93 153 168 0 54 84 93 69 48 150 21 42 51 36 102 51 84 54
 57 45 90 81 21 81 120 90 21 45 21 42 123 102 63 27 66 84 117 78 54 66 108 123 114 114 60 96 54 45 105 39 75 48 99 114 54 0 72 147 117 105 147 75 78 42 60 84 24 33 48
 129 105 147 123 72 150 192 165 57 30 93 99 165 162 69 81 99 138 138 129 81 135 180 189 171 186 132 162 99 36 174 111 42 54 144 162 84 72 0 165 147 114 219 87 63 108 114 156 51 66 114
 168 186 225 75 126 132 174 186 162 144 153 111 57 111 99 177 84 90 33 222 201 189 156 138 96 198 147 216 204 171 213 156 123 186 243 258 93 147 165 0 36 48 174 81 102 129 99 159 144 180 126
 132 150 189 39 99 96 141 150 135 123 120 78 27 75 78 144 54 51 15 186 174 153 120 105 63 162 111 180 171 147 177 120 111 159 207 222 69 117 147 36 0 39 141 60 90 93 63 123 120 150 90
 135 144 186 48 84 111 159 159 117 96 111 72 66 99 48 132 42 69 27 180 156 153 141 132 93 174 117 183 159 123 183 120 75 138 201 216 48 105 114 48 39 0 168 30 54 93 66 135 96 132 93
 102 138 141 123 147 69 36 78 168 189 132 123 117 69 171 156 141 99 156 156 183 114 39 36 78 66 90 114 165 195 96 114 204 192 171 174 150 147 219 174 141 168 0 165 192 111 114 66 168 174 105
 114 117 162 45 54 99 150 141 84 66 87 51 81 96 18 102 27 66 51 153 126 132 132 129 99 159 99 162 129 90 162 96 51 108 174 189 21 75 87 81 60 30 165 0 30 72 54 120 66 102 75
 126 120 168 75 60 123 171 159 78 48 93 69 111 126 21 102 54 96 78 153 117 141 156 156 129 177 117 171 126 75 177 108 21 96 174 192 42 78 63 102 90 54 192 30 0 90 78 141 60 96 93
 42 60 96 54 36 42 84 69 63 78 30 21 90 60 69 60 51 48 96 93 90 63 72 81 75 87 27 90 84 87 90 27 96 90 114 129 51 42 108 129 93 93 111 72 90 0 30 51 57 72 6
 69 87 126 24 45 48 96 93 81 84 57 18 63 48 57 84 27 24 66 123 114 90 81 78 57 108 51 117 111 99 117 57 90 108 144 159 36 60 114 99 63 66 114 54 78 30 0 69 69 93 27
 36 75 84 87 87 27 33 27 105 129 66 72 108 54 123 90 96 69 132 96 117 51 27 51 75 39 27 66 102 129 54 48 150 126 114 120 102 84 156 159 123 135 66 120 141 51 69 0 105 108 48
 78 63 108 84 24 99 141 114 18 24 42 51 129 117 51 42 66 93 114 93 60 90 129 141 126 135 81 117 66 30 126 63 54 42 114 132 51 24 51 144 120 96 168 66 60 57 69 105 0 36 66
 72 42 81 114 51 108 141 105 18 51 45 75 156 132 87 18 96 117 147 63 24 72 135 150 147 126 84 99 33 30 111 60 87 18 81 99 84 33 66 180 150 132 174 102 96 72 93 108 36 0 78
 42 63 99 51 42 33 78 66 69 84 36 24 87 54 75 66 51 45 96 96 96 63 66 75 69 84 24 90 87 93 90 30 102 96 117 132 54 48 114 126 90 93 105 75 93 6 27 48 66 78 0
